Salary1,Salary2,Job_Type,Skill,No_of_Skills,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Revenue,Employees,Industry
more than160000,160000,data_scientist,"TensorFlow, Akka, Linux, Hive, Machine Learning, Azure, C/C++, SQL, Design Experience, AI, Design Patterns, Hadoop, Scala, Kafka, Image Processing, Java, Spark, Data Warehouse, Git, REST",20,,,,CA,,,
more than160000,160000,data_scientist,"Natural Language Processing, Machine Learning, Management Experience",3,,,,CA,,,
more than160000,160000,data_scientist,"PMP, Machine Learning,  Project / Program Management, Management Experience",4,401,3.799999952,27,CA,$5B to $10B ,"less than 10,000",Computers and Electronics
more than160000,160000,data_scientist,"Machine Learning, Hadoop, R, Oracle, SQL, Natural Language Processing, Spark, Data Analysis, Python",9,,,,NC,,,
more than160000,160000,data_scientist,"TensorFlow, AI, Ruby, Machine Learning, VMWare, Scripting, Perl, C/C++, Software Development, Shell Scripting, GIS, Python",12,401,3.799999952,30,TX,$5B to $10B ,"less than 10,000",Computers and Electronics
more than160000,160000,data_scientist,"Machine Learning, Python, SQL",3,1626,3.700000048,9,CA,,"less than 10,000",Transport and Freight
more than160000,160000,data_scientist,"TensorFlow, AI, Ruby, Machine Learning, VMWare, Scripting, Perl, C/C++, Software Development, Shell Scripting, GIS, Python",12,401,3.799999952,30,CA,$5B to $10B ,"less than 10,000",Computers and Electronics
less than80000,80000,data_analyst,Tableau,1,16,4.099999905,1,FL,,,Internet and Software
less than80000,80000,data_analyst,SQL,1,47,4,12,CA,,"less than 10,000",Consumer Goods and Services
less than80000,80000,data_analyst,"Time Management, SQL",2,,,2,NY,,,
less than80000,80000,data_analyst,SQL,1,353,3.900000095,7,MA,,,Government
less than80000,80000,data_analyst,Tableau,1,16,4.099999905,2,FL,,,Internet and Software
less than80000,80000,data_analyst,SQL,1,197,3.900000095,5,TX,,,
less than80000,80000,data_analyst,Tableau,1,16,4.099999905,4,FL,,,Internet and Software
less than80000,80000,data_analyst,"Microsoft Powerpoint, R, Microsoft Office",3,196,4.099999905,1,CA,,,Education and Schools
less than80000,80000,data_analyst,"Visual Basic, Marketing, SAS, SQL, Microsoft Office",5,190,3.5,5,CA,,,Retail
less than80000,80000,data_analyst,"Microsoft Office, Microsoft Access",2,2234,4,5,TX,more than $10B ,"10,000+",Energy and Utilities
less than80000,80000,data_analyst,SQL,1,47,4,30,CA,,"less than 10,000",Consumer Goods and Services
less than80000,80000,data_analyst,,0,8164,4.199999809,14,CA,,"10,000+",Health Care
less than80000,80000,data_analyst,SPSS,1,830,4.099999905,2,NY,,,Education and Schools
less than80000,80000,data_analyst,,0,367,3.900000095,16,NY,,,Education and Schools
less than80000,80000,data_analyst,"Survey Design, Microsoft Powerpoint",2,430,4.199999809,1,UT,,"10,000+",Education and Schools
less than80000,80000,data_analyst,"Project Management, R, SQL, HTML5, Excel, Python",6,671,3.900000095,1,NJ,,"10,000+",Media and News and Publishing
less than80000,80000,data_analyst,"Machine Learning, Hadoop, Solr, Microsoft Office, HBase",5,,,1,TX,,,
less than80000,80000,data_analyst,"R, Python",2,,,30,MA,,,
less than80000,80000,data_analyst,,0,1887,3.799999952,1,CA,,"10,000+",Real Estate
less than80000,80000,data_analyst,"Excel, SQL",2,410,3.900000095,4,GA,,"10,000+",Real Estate
less than80000,80000,data_analyst,,0,16,4.099999905,2,MA,,,Internet and Software
less than80000,80000,data_analyst,"Microsoft Powerpoint, Data Analysis, Excel",3,26,3.5,21,CA,,,
less than80000,80000,data_analyst,"Machine Learning, R",2,196,4.099999905,1,CA,,,Education and Schools
less than80000,80000,data_analyst,"Analysis Skills, Microsoft Powerpoint, Excel, SQL, Microsoft Office, Microsoft Access, Tableau",7,,,30,FL,,,
less than80000,80000,data_analyst,,0,,,7,CA,,,
less than80000,80000,data_analyst,"Microsoft Word, Time Management, Excel, Tableau",4,43,2.900000095,7,FL,,,
less than80000,80000,data_analyst,"Microsoft Powerpoint, Excel, Microsoft Office, Tableau",4,1275,4.199999809,30,NY,$1B to $5B ,"10,000+",Health Care
less than80000,80000,data_analyst,"Power BI, Excel, SQL, Tableau",4,1446,3.5,19,NY,$5B to $10B ,"10,000+",Banks and Financial Services
less than80000,80000,data_analyst,"Google Analytics, SQL, Tableau",3,47,4,12,CA,,"less than 10,000",Consumer Goods and Services
less than80000,80000,data_analyst,"Data Mining, Time Management, SAS, Crystal Reports, SQL, Excel, Microsoft Access, SPSS",8,,,11,CT,,,
less than80000,80000,data_analyst,,0,16,4.099999905,5,MA,,,Internet and Software
less than80000,80000,data_analyst,"Microsoft Powerpoint, SAS, SQL, Microsoft Office",4,180,4.099999905,1,AR,more than $10B ,"less than 10,000",Insurance
less than80000,80000,data_analyst,"Salesforce CRM, R, Tableau",3,108,4,4,CA,less than $1B ,"less than 10,000",Organization
less than80000,80000,data_analyst,"Microsoft Powerpoint, Oracle, Microsoft Office, SQL, Tableau",5,237,3.900000095,11,NJ,,"less than 10,000",Education and Schools
less than80000,80000,data_analyst,,0,15,3.099999905,5,USA,,,
less than80000,80000,data_analyst,"R, Python",2,,,20,MA,$5B to $10B ,"10,000+",Restaurants and Travel and Leisure
less than80000,80000,data_analyst,Data Mining,1,12,4.400000095,7,TX,,,Health Care
less than80000,80000,data_analyst,"Data Mining, Microsoft Powerpoint, Visio, Microsoft Office, Excel",5,251,3.599999905,12,KY,less than $1B ,"10,000+",Industrial Manufacturing
less than80000,80000,data_analyst,"Data Mining, Microsoft Powerpoint, Visio, Microsoft Office, Excel",5,251,3.599999905,12,KY,less than $1B ,"10,000+",Industrial Manufacturing
less than80000,80000,data_analyst,"Excel, SQL, Microsoft Access",3,174,4.099999905,1,MO,,,Insurance
less than80000,80000,data_analyst,Microsoft Office,1,,,16,USA,,,
less than80000,80000,data_analyst,"Business Intelligence, Data Mining, Machine Learning, Power BI, R, Oracle, Tableau, Python",8,3484,3.299999952,15,AZ,$1B to $5B ,"10,000+",Transport and Freight
less than80000,80000,data_analyst,"Data Mining, Machine Learning",2,,,20,WA,,,
less than80000,80000,data_analyst,"Microsoft Word, Microsoft Powerpoint, Microsoft Office",3,,,20,TX,,,
less than80000,80000,data_analyst,,0,,,30,CA,,,
less than80000,80000,data_analyst,"Microsoft Powerpoint, R, SQL, Tableau",4,1511,3.900000095,30,CA,,,Restaurants and Travel and Leisure
less than80000,80000,data_analyst,"Quantitative Analysis, Data Mining, Machine Learning, R, SQL, Tableau, Java, Leadership Experience, Python",9,,,30,USA,,,
less than80000,80000,data_analyst,Microsoft Office,1,379,3.799999952,5,TX,$1B to $5B ,"less than 10,000",Government
less than80000,80000,data_analyst,"JavaScript, R, Excel, SQL, Tableau",5,,,19,NY,,,
less than80000,80000,data_analyst,"Microsoft Powerpoint, Microsoft Office, Tableau, SharePoint, Visio",5,54,3.900000095,1,MN,,,Government
less than80000,80000,data_analyst,,0,8164,4.199999809,14,CA,,"10,000+",Health Care
less than80000,80000,data_analyst,"Time Management, Microsoft Powerpoint, Marketing, SAS, Tableau",5,1730,3.799999952,7,USA,,"10,000+",Education and Schools
less than80000,80000,data_analyst,"Business Intelligence, Data Mining, Machine Learning, Power BI, R, Oracle, Tableau, Python",8,3484,3.299999952,14,IN,$1B to $5B ,"10,000+",Transport and Freight
less than80000,80000,data_analyst,"Data Mining, Business Analysis",2,6072,3.799999952,4,USA,,"10,000+",Consulting and Business Services
less than80000,80000,data_analyst,,0,282,4.199999809,11,CA,,,Education and Schools
less than80000,80000,data_analyst,,0,20,5,12,CA,,,
less than80000,80000,data_analyst,"Microsoft Word, Microsoft Powerpoint, PostgreSQL, Oracle, SQL, Tableau",6,,,22,TN,,,
less than80000,80000,data_analyst,Perl,1,16,4.099999905,5,NC,,,Internet and Software
less than80000,80000,data_analyst,"Microsoft Powerpoint, QlikView, Visio, SAS, SQL, Tableau",6,139,4.099999905,8,IL,,,Health Care
less than80000,80000,data_analyst,"Data Mining, R, SAS, SQL, Tableau, Alteryx, Data Warehouse, Python",8,,,19,ME,,,
less than80000,80000,data_analyst,"T-SQL, PL/SQL, Data Mining, Microsoft Powerpoint, SPSS, R, SAS, Python, Microsoft Office",9,480,3.900000095,1,FL,,,Banks and Financial Services
less than80000,80000,data_analyst,"Quantitative Analysis, Microsoft Powerpoint, SAS, SQL",4,,,15,MI,,,
less than80000,80000,data_analyst,Microsoft Office,1,530,4.300000191,6,CA,,"less than 10,000",Education and Schools
less than80000,80000,data_analyst,"R, Python, SQL",3,66,3.900000095,21,NY,,,
less than80000,80000,data_analyst,"Quantitative Analysis, Data Mining, Microsoft Powerpoint, Microsoft Office",4,1733,3.900000095,1,MD,$5B to $10B ,"10,000+",Consulting and Business Services
less than80000,80000,data_analyst,,0,16,4.099999905,6,MA,,,Internet and Software
less than80000,80000,data_analyst,"JavaScript, R, Excel, SQL, Tableau",5,9,4.099999905,18,NY,,,Education and Schools
less than80000,80000,data_analyst,SQL,1,23,2.900000095,7,NY,,,Health Care
less than80000,80000,data_analyst,"JavaScript, Go, Azure, Google Cloud Platform, SQL, Tableau, Java, IaaS, Python, AWS",10,732,4.199999809,29,FL,$5B to $10B ,"10,000+",Transport and Freight
less than80000,80000,data_analyst,"SQL, Tableau",2,4,4.300000191,7,NY,,,
less than80000,80000,data_analyst,,0,575,3.900000095,26,NY,,,
less than80000,80000,data_analyst,"Time Management, Data Analysis, Excel, SQL, Microsoft Access",5,41290,3.799999952,3,GA,more than $10B ,"10,000+",RetailConsumer Goods and Services
less than80000,80000,data_analyst,,0,29,3.599999905,9,NC,less than $1B ,"less than 10,000",Consulting and Business Services
less than80000,80000,data_analyst,"SharePoint, Time Management, Microsoft Powerpoint, Microsoft Office, Tableau",5,14245,3.599999905,14,MD,,"less than 10,000",Organization
less than80000,80000,data_analyst,,0,16,4.099999905,7,MA,,,Internet and Software
less than80000,80000,data_analyst,,0,255,3.799999952,30,MA,$5B to $10B ,"less than 10,000",Insurance
less than80000,80000,data_analyst,Microsoft Powerpoint,1,,,30,NY,,,
less than80000,80000,data_analyst,"Hive, Ruby, Data Mining, ERP Systems, XML, SAP, R, SAS, C/C++, Minitab, SQL, JSON, Excel, Microsoft Office, SPSS, QlikView, NoSQL, MATLAB, Python",19,,,16,KY,,,
less than80000,80000,data_analyst,"Database Administration, R, SQL, Excel, Microsoft Office, Microsoft Access",6,4573,3.799999952,18,DC,more than $10B ,"10,000+",Aerospace and Defense
less than80000,80000,data_analyst,Data Mining,1,16,4.099999905,11,MO,,,Internet and Software
less than80000,80000,data_analyst,,0,5042,3.5,16,NC,$5B to $10B ,"10,000+",Auto
less than80000,80000,data_analyst,"Google Analytics, Data Analysis, R, Python, SQL, AWS",6,4,4,22,CA,,"less than 10,000",Health Care
less than80000,80000,data_analyst,"Microsoft SQL Server, SQL, Tableau",3,33,3.700000048,30,TX,,,
less than80000,80000,data_analyst,"Oracle, Crystal Reports, Excel",3,323,3.900000095,6,GA,,,
less than80000,80000,data_analyst,"Microsoft SQL Server, SQL, Tableau",3,243,3.5,2,UT,,"less than 10,000",Consulting and Business Services
less than80000,80000,data_analyst,"SQL, Tableau",2,9,3.799999952,7,CA,less than $1B ,"less than 10,000",Internet and Software
less than80000,80000,data_analyst,"SharePoint, LMS, Excel",3,706,4,4,CA,,"10,000+",Energy and Utilities
less than80000,80000,data_analyst,"SQL, Tableau",2,,,19,MN,,,
less than80000,80000,data_analyst,"Project Management, Marketing, SQL, Excel, Microsoft Office, Microsoft Access",6,149,4.400000095,1,UT,,,Consumer Goods and Services
less than80000,80000,data_analyst,Analysis Skills,1,81,3.5,26,NY,,,Banks and Financial Services
less than80000,80000,data_analyst,,0,255,3.799999952,30,MI,$5B to $10B ,"less than 10,000",Insurance
less than80000,80000,data_analyst,"OBIEE, Power BI, Hadoop, R, Oracle, SQL, Tableau, Java, Data Warehouse, QlikView, Python",11,55,4.300000191,2,TX,,,Education and Schools
less than80000,80000,data_analyst,,0,14,4.099999905,30,NC,,,
less than80000,80000,data_analyst,"Salesforce CRM, Data Analysis",2,,,19,IL,,,
less than80000,80000,data_analyst,"Java, Data Mining, Machine Learning, OOP, UI",5,988,3.900000095,30,CA,$5B to $10B ,"10,000+",Banks and Financial Services
less than80000,80000,data_analyst,"Qualtrics, Microsoft Office, SQL, HTML5, SPSS, Data Analysis",6,89,4.099999905,20,GA,,,Education and Schools
less than80000,80000,data_analyst,,0,,,1,IL,,,
less than80000,80000,data_analyst,"Power BI, SQL",2,,,26,WA,,,
less than80000,80000,data_analyst,ERP Systems,1,6497,3.799999952,15,TN,more than $10B ,"10,000+",Industrial Manufacturing
less than80000,80000,data_analyst,"Analysis Skills, Python",2,86,4.099999905,30,NY,,,Government
less than80000,80000,data_analyst,"Data Mining, SQL",2,,,30,TX,,,
less than80000,80000,data_analyst,"Time Management, Microsoft Office",2,509,3.700000048,8,NC,,,
less than80000,80000,data_analyst,"Data Mining, Technical Writing, R, SQL, Excel, Tableau, Confluence, MySQL, Python, Jira",10,34,3.599999905,4,CA,,,Computers and Electronics
less than80000,80000,data_analyst,"Microsoft SQL Server, Analysis Skills, XML, Crystal Reports, SQL",5,,,15,GA,,,
less than80000,80000,data_analyst,"ERP Systems, Microsoft Office",2,1445,3.599999905,14,UT,,"10,000+",Industrial Manufacturing
less than80000,80000,data_analyst,"SQL, Excel, Tableau",3,3,4.300000191,3,CA,,,
less than80000,80000,data_analyst,Data Analysis,1,753,4.199999809,11,NY,,"10,000+",Health Care
less than80000,80000,data_analyst,"Qualitative Research, Excel, Tableau, STATA",4,14,4,25,WA,,,Government
less than80000,80000,data_analyst,"Financial Accounting, Excel",2,830,4.099999905,26,NY,,,Education and Schools
less than80000,80000,data_analyst,"TensorFlow, Linux, Data Mining, Machine Learning, R, DynamoDB, CI/CD, SAS, Natural Language Processing, STATA, Git, SPSS, Software Development, Shell Scripting, PostgreSQL, Python, AWS",17,353,3.900000095,30,MA,,,Government
less than80000,80000,data_analyst,"Machine Learning, Data Science",2,11,3.799999952,20,OH,,,
less than80000,80000,data_analyst,"SQL, Tableau",2,4479,3.299999952,22,CO,more than $10B ,"10,000+",Media and News and Publishing
less than80000,80000,data_analyst,Business Intelligence,1,450,3.400000095,7,MI,$5B to $10B ,"10,000+",Industrial ManufacturingConstruction
less than80000,80000,data_analyst,"SQL, Microsoft Access, Leadership Experience",3,19,3.200000048,19,CA,$1B to $5B ,"less than 10,000",Consumer Goods and Services
less than80000,80000,data_analyst,"Clinical Trials, SQL",2,282,4.199999809,30,CA,,,Education and Schools
less than80000,80000,data_analyst,"R, SQL, Tableau, Python",4,2,3,30,CA,,,
less than80000,80000,data_analyst,"Data Mining, R, SAS, SQL, Excel",5,,,19,GA,,,
less than80000,80000,data_analyst,"Microsoft Word, Audits",2,10,2.5,7,TX,,"less than 10,000",Government
less than80000,80000,data_analyst,"SPSS, Statisical Analysis, Microsoft Office",3,580,4.099999905,30,GA,,,Education and Schools
less than80000,80000,data_analyst,"Microsoft Powerpoint, Project Management, Statisical Analysis, SAS, Tableau",5,24,4.099999905,30,NY,,,
less than80000,80000,data_analyst,SQL,1,,,30,CA,,,
less than80000,80000,data_analyst,"Microsoft Word, Microsoft Office, Excel, SQL, Microsoft Access",5,576,3.799999952,6,CA,$1B to $5B ,"10,000+",Insurance
less than80000,80000,data_analyst,"ArcGIS, ""Drivers License"", GIS, Python",4,70,3.700000048,19,AZ,,,Government
less than80000,80000,data_analyst,Data Analysis,1,4573,3.799999952,21,AR,more than $10B ,"10,000+",Aerospace and Defense
less than80000,80000,data_analyst,"Microsoft SQL Server, SAS, SQL, Microsoft Office, Managed Care",5,87,4,8,CA,,,Insurance
less than80000,80000,data_analyst,"Microsoft SQL Server, SQL, Microsoft Access, REST",4,14,3.099999905,30,FL,,,
less than80000,80000,data_analyst,"Data Mining, Microsoft SQL Server, SQL",3,1119,2.900000095,13,NY,less than $1B ,"less than 10,000",Internet and Software
less than80000,80000,data_analyst,"Quantitative Analysis, Microsoft Powerpoint, SAS, SQL",4,,,15,MD,,,
less than80000,80000,data_analyst,,0,255,3.799999952,30,MA,$5B to $10B ,"less than 10,000",Insurance
less than80000,80000,data_analyst,"Microsoft Powerpoint, Excel",2,7,3.599999905,30,NJ,,"less than 10,000",Consulting and Business Services
less than80000,80000,data_analyst,,0,,,30,OR,,,
less than80000,80000,data_analyst,"Business Intelligence, Excel, Microsoft Office, SQL, Tableau, Data Warehouse, Python",7,3,2.299999952,4,IL,,,
